class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
AirportCodeMappingImpl,0.014705882352941176,0.003676470588235294,0.011029411764705881,1,3,4,0.0,0.0,0.003676470588235294,0.041168038743473766,0.00298959494285662,0.006632221668299578,0.008792242741115841,0.05987007321370318,0.0,1.0,0.10461710195353417,5,0.3451321002853872,7.8,2.0
AirportCodeMapping,0.022058823529411763,0.014705882352941176,0.007352941176470588,4,2,6,0.0,0.0,0.01801470588235294,0.05563328486740304,0.0043656137678410156,0.0024285201630267605,0.016405652880854847,0.06168401787747797,0.0,5.5,0.07045879289737703,11,0.3038773495974547,2.4,10.2
BookingImpl,0.03308823529411765,0.003676470588235294,0.029411764705882353,1,8,9,0.0,0.0,0.003676470588235294,0.10019726963638878,0.003144769672261466,0.0352884915174292,0.008341896357953047,0.05987007321370318,0.0,1.0,0.06395465630303412,18,0.1959728805845753,26.8,4.6
BookingPKImpl,0.022058823529411763,0.007352941176470588,0.014705882352941176,2,4,6,2.7132624267419144e-05,2.7132624267419144e-05,0.007352941176470588,0.018435157515708987,0.003261223656815435,0.0025366401183826333,0.0036632547764257,0.060468773945840215,2.7132624267419144e-05,2.0,0.046461908194708544,8,0.2657541482577085,5.4,3.8
FlightPKImpl,0.025735294117647058,0.011029411764705881,0.014705882352941176,3,4,7,7.461471673540265e-05,6.783156066854787e-05,0.011764705882352941,0.03241787231430828,0.0033485272725162674,0.0025345225036980455,0.006562525637491297,0.06106747467797725,7.461471673540265e-05,3.5,0.03843605003004439,9,0.2048111725360196,5.4,5.6
PartitionableKey,0.007352941176470588,0.007352941176470588,0.0,2,0,2,0.0,0.0,0.012032085561497326,0.0017238735290723136,0.004512131113553291,0.0,0.00012329198244708696,0.06049266269782548,0.0,3.833333333333333,0.0,0,0.5,0.0,3.0
CustomerAddressImpl,0.014705882352941176,0.003676470588235294,0.011029411764705881,1,3,4,0.0,0.0,0.003676470588235294,0.01961482490100921,0.002995250678527629,0.005390558425494872,0.0022017868779685193,0.05987007321370318,0.0,1.0,0.07996594672425578,5,0.33065940661023124,7.8,1.0
CustomerImpl,0.025735294117647058,0.003676470588235294,0.022058823529411763,1,6,7,0.0,0.0,0.003676470588235294,0.027208333408298535,0.002995250678527629,0.008908395915467047,0.0022017868779685193,0.05987007321370318,0.0,1.0,0.06680683222645,13,0.226383326890103,22.2,1.0
MemberShipStatus,0.014705882352941176,0.014705882352941176,0.0,4,0,4,0.0,0.0,0.023413312693498455,0.01555533659688251,0.004410162283309891,0.0,0.005069366565454626,0.06172598679880077,0.0,7.333333333333333,0.07657629010170543,5,0.48761915435275355,0.0,9.200000000000001
CustomerSessionImpl,0.01838235294117647,0.003676470588235294,0.014705882352941176,1,4,5,0.0,0.0,0.003676470588235294,0.07200733836444388,0.002995250678527629,0.030097346637008145,0.0022017868779685193,0.05987007321370318,0.0,1.0,0.06243058411067999,6,0.34250739801200347,16.6,1.0
